ticker,tier,archetype,price,eng_intrinsic,eng_mos,eng_verdict,eng_conf,my_lo,my_mid,my_hi,my_mos,my_verdict,my_conf,g,pe_star,pb_star,norm,class,cause,note
MEDPLUS,A,CONSUMER_DISC,801.45,672.908308256598,-0.1600195877461016,REDUCE,medium,200.8,236.3,271.7,-0.705,AVOID,high,0.0666,13.3,1.25,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.54
RAILTEL,A,TELECOM,295.6,250.05690308730277,-0.16031933147312705,REDUCE,high,115.8,178.1,240.4,-0.398,AVOID,low,0.0918,14.1,4.03,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.24
IDBI,A,BANK,82.94,72.98515966178361,-0.16099368132217937,REDUCE,high,102.2,157.2,212.2,0.896,ABSTAIN,low,0.1073,12.9,4.5,,Engine-should-have-abstained,engine-bearish: terminal-ROE cap forbids premium book multiples (VAL-02-fin),independent legs disagree beyond tolerance
TMCV,A,CAPITAL_GOODS,415.25,349.3195494093585,-0.16220278352474274,REDUCE,high,112.7,173.5,234.2,-0.582,ABSTAIN,low,0.1428,19.6,0.5,,Method-limited-unchecked,,method_limited
V2RETAIL,A,CONSUMER_DISC,221.1,184.3224976963222,-0.16633877116091275,REDUCE,medium,43.6,67.0,90.5,-0.697,ABSTAIN,low,0.1078,19.0,0.5,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
STARCEMENT,A,CEMENT,208.0,170.92298599483257,-0.16886464383742977,REDUCE,medium,75.0,97.4,119.8,-0.532,AVOID,high,0.0732,10.2,1.18,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.36
FINPIPE,A,MANUFACTURING,169.25,136.85510444174736,-0.170524853374463,REDUCE,medium,51.7,60.8,70.0,-0.641,AVOID,high,0.0566,8.6,0.5,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.47
KANSAINER,A,CHEMICALS,201.0,166.89328905376155,-0.17116960144139085,REDUCE,medium,46.3,70.2,94.1,-0.651,AVOID,medium,0.0516,8.8,0.55,trough uplift x1.30,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.48
POWERGRID,A,UTILITIES,283.65,234.8754194540667,-0.1716613667640039,REDUCE,high,153.7,236.4,319.1,-0.167,REDUCE,low,0.1117,16.5,0.5,,Agree,,
DABUR,A,CONSUMER,443.8,352.8394032124319,-0.17416172448816414,REDUCE,high,131.3,154.5,177.7,-0.652,AVOID,high,0.033,17.9,2.36,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.48
TRUALT,A,CHEMICALS,422.7,345.4821729069698,-0.17663924474030077,REDUCE,medium,87.5,113.6,139.7,-0.731,AVOID,high,0.0384,7.7,0.5,trough uplift x1.30,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.55
IKS,A,IT_SERVICES,1897.9,1553.5142092479005,-0.1796841222685075,REDUCE,high,599.2,921.8,1244.4,-0.514,ABSTAIN,low,0.1566,26.8,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
KIRLOSENG,A,CAPITAL_GOODS,2223.0,1850.738155845417,-0.18036396995331402,REDUCE,high,421.6,504.4,587.2,-0.773,AVOID,medium,0.0924,12.0,2.5,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.59
LUXIND,A,CONSUMER_DISC,1283.8,1044.764298362868,-0.18051274738185905,REDUCE,medium,281.0,330.6,380.2,-0.743,AVOID,high,0.036,9.8,0.5,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.56
GLOBUSSPR,A,CONSUMER,923.1,799.683917453181,-0.18545055517883266,REDUCE,medium,89.0,116.4,143.8,-0.874,AVOID,medium,0.0394,14.0,0.5,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.69
ALIVUS,A,IT_SERVICES,1131.0,924.8311867658504,-0.18746161767189393,REDUCE,medium,740.8,1139.7,1538.7,0.008,HOLD,low,0.1014,17.7,9.0,,Adjacent,,Δmos 0.20
ARE&M,A,AUTO,915.95,736.4227110497186,-0.18811233002621836,REDUCE,high,380.9,537.6,694.3,-0.413,AVOID,medium,0.0666,9.7,0.88,trough uplift x1.30,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.22
ITCHOTELS,A,CONSUMER,187.15,137.1804113515489,-0.1899591889486335,REDUCE,high,32.8,40.6,48.5,-0.783,AVOID,medium,0.042,14.9,0.57,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.59
HATSUN,A,CONSUMER,929.35,750.406089459741,-0.19010729106929897,REDUCE,medium,225.4,346.8,468.1,-0.627,ABSTAIN,low,0.1098,26.4,0.5,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
STYL,A,NBFC,376.05,323.71758848567947,-0.1906048543926004,REDUCE,medium,174.1,204.8,235.5,-0.455,AVOID,high,0.0756,11.9,2.38,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.26
WHIRLPOOL,A,CONSUMER_DISC,795.15,624.0272115985969,-0.19292911071055766,REDUCE,high,188.7,256.5,324.3,-0.677,AVOID,medium,0.0731,11.8,0.55,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.48
MASFIN,A,NBFC,318.9,252.65530710545323,-0.19331000285615185,REDUCE,medium,173.1,203.7,234.2,-0.361,AVOID,high,0.0567,10.7,1.2,,Agree,,
PSPPROJECT,A,CONSTRUCTION,1073.3,842.6359638894683,-0.1979478737012485,REDUCE,medium,92.6,127.4,162.1,-0.881,AVOID,medium,0.036,6.1,0.5,trough uplift x1.30,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.68
SHRIPISTON,A,AUTO,4212.1,3341.0862274334413,-0.1987610668281154,REDUCE,medium,1317.4,2311.2,3305.0,-0.451,ABSTAIN,low,0.1,13.0,5.53,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
PCBL,A,CHEMICALS,327.8,256.35839359305163,-0.20062864486108,REDUCE,high,39.1,50.8,62.5,-0.845,AVOID,high,0.036,7.5,0.5,trough uplift x1.30,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.64
AWFIS,A,REALTY,287.95,230.59190182869892,-0.20471839341714457,REDUCE,medium,65.6,85.2,104.8,-0.704,AVOID,high,0.0768,8.7,1.07,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.50
NAVA,A,UTILITIES,577.5,462.545417434186,-0.20477019266881114,REDUCE,high,315.0,370.5,426.1,-0.358,AVOID,high,0.0714,12.8,1.69,,Agree,,
TIIL,A,MANUFACTURING,2566.3,2023.9397362295408,-0.20530087316258022,REDUCE,medium,1394.9,1663.0,1931.0,-0.352,AVOID,medium,0.087,11.7,2.32,,Agree,,
POLYCAB,A,CAPITAL_GOODS,8866.65,7015.090223724443,-0.20849709762784127,REDUCE,high,1557.3,2395.9,3234.4,-0.73,ABSTAIN,low,0.1353,17.0,0.5,,Method-limited-unchecked,,method_limited
TCI,A,LOGISTICS,935.35,734.1833544669493,-0.21055553283123737,REDUCE,medium,526.8,810.5,1094.2,-0.133,REDUCE,low,0.16,21.0,0.5,,Agree,,
MARICO,A,CONSUMER,845.3,662.8565448279844,-0.21126065584485432,REDUCE,high,357.6,550.1,742.6,-0.349,AVOID,low,0.16,50.0,0.5,,Agree,,
BANARISUG,A,CONSUMER,3481.2,2737.372750431309,-0.21226683440825633,REDUCE,medium,1287.0,1674.8,2062.6,-0.519,AVOID,medium,0.0462,15.5,0.69,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.31
TEXRAIL,A,CAPITAL_GOODS,116.39,90.26857460504364,-0.21696239933168252,REDUCE,medium,30.9,36.4,41.8,-0.688,AVOID,high,0.067,7.0,0.5,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.47
AVANTIFEED,A,CONSUMER,1041.05,797.499049152095,-0.21706356847428332,REDUCE,medium,675.1,1038.6,1402.1,-0.002,HOLD,low,0.12,28.6,0.5,,Adjacent,,Δmos 0.22
MARKSANS,A,IT_SERVICES,267.8,208.94699279680282,-0.2177199820411726,REDUCE,medium,126.2,148.4,170.7,-0.446,AVOID,high,0.0834,15.4,2.64,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.23
LUMAXTECH,A,AUTO,1458.0,1109.9158743580047,-0.2188641886424065,REDUCE,medium,405.9,712.1,1018.4,-0.512,ABSTAIN,low,0.1,14.5,9.0,peak haircut x0.65,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
FDC,A,IT_SERVICES,420.05,326.95417894010575,-0.22375551058854284,REDUCE,medium,191.2,224.9,258.7,-0.465,AVOID,high,0.0678,13.5,1.23,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.24
VMM,A,CONSUMER,118.95,84.63180753687158,-0.23005997510124113,REDUCE,high,19.5,22.9,26.4,-0.807,AVOID,high,0.0691,18.9,2.1,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.58
TECHM,A,IT_SERVICES,1570.5,1207.6788646198547,-0.23219602986848836,REDUCE,high,891.6,1371.7,1851.7,-0.127,REDUCE,low,0.0974,17.2,9.0,,Agree,,
LATENTVIEW,A,IT_SERVICES,309.6,231.9251883163139,-0.23267100639763807,REDUCE,high,105.8,124.5,143.2,-0.598,AVOID,high,0.0678,13.5,1.23,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.37
SKYGOLD,A,MANUFACTURING,646.75,476.1290929923757,-0.23365669886950627,REDUCE,medium,119.9,184.5,249.0,-0.715,ABSTAIN,low,0.12,14.6,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
JUBLCPL,A,CHEMICALS,1975.0,1522.8245081023165,-0.23877805143598277,REDUCE,medium,825.3,1447.9,2070.5,-0.267,AVOID,low,0.1,15.1,9.0,peak haircut x0.61,Agree,,
PFIZER,A,PHARMA,4577.0,3480.841748189383,-0.24035577927864712,REDUCE,high,2172.0,3341.5,4511.0,-0.27,AVOID,low,0.16,32.1,0.5,,Agree,,
ENTERO,A,IT_SERVICES,1173.1,892.6899104478671,-0.24071624525995827,REDUCE,medium,233.0,289.3,345.6,-0.753,AVOID,medium,0.0516,11.8,0.65,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.51
CIEINDIA,A,AUTO,475.85,358.93920625094233,-0.2411433271650268,REDUCE,high,186.5,255.0,323.4,-0.464,AVOID,medium,0.0696,9.9,0.98,trough uplift x1.28,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.22
HINDZINC,A,METAL,518.3,395.29111327656403,-0.24266478920095028,REDUCE,high,196.6,277.6,358.6,-0.464,AVOID,medium,0.07,12.1,6.67,peak haircut x0.60,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.22
CAPLIPOINT,A,PHARMA,2644.7,1971.9654461324883,-0.2441680927050639,REDUCE,high,1032.4,1588.4,2144.3,-0.399,AVOID,low,0.1086,22.9,0.5,,Agree,,
TATAELXSI,A,IT_SERVICES,3535.5,2635.666681424739,-0.24764024850858093,REDUCE,high,1139.4,1752.9,2366.4,-0.504,ABSTAIN,low,0.1242,21.1,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
BATAINDIA,A,CONSUMER_DISC,693.0,519.0724422868973,-0.24935293957064744,REDUCE,high,121.6,150.6,179.6,-0.783,AVOID,medium,0.03,12.4,1.17,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.53
HUDCO,A,NBFC,202.0,151.73812382771916,-0.2526688148752996,REDUCE,high,259.9,310.2,360.5,0.536,BUY-zone,medium,0.0828,12.4,3.19,,Disagree,engine-bearish: terminal-ROE cap forbids premium book multiples (VAL-02-fin),
ARVINDFASN,A,CONSUMER_DISC,473.55,348.57560669381144,-0.2527053131229254,REDUCE,medium,102.0,156.9,211.8,-0.669,ABSTAIN,low,0.1176,20.5,0.5,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
HINDUNILVR,A,CONSUMER,2200.75,1594.0931736894959,-0.25641702878556966,REDUCE,high,762.9,1171.6,1580.3,-0.468,ABSTAIN,low,0.08,23.8,9.0,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
INDHOTEL,A,CONSUMER,752.1,542.0855690637823,-0.2588890982790591,REDUCE,high,199.5,307.0,414.4,-0.592,ABSTAIN,low,0.1295,27.4,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
BRITANNIA,A,CONSUMER,5416.8,3920.618332503448,-0.2617233156005182,REDUCE,high,2825.5,4346.9,5868.3,-0.198,REDUCE,low,0.16,50.4,0.5,,Agree,,
VBL,A,CONSUMER,463.35,340.42295827401415,-0.27033981722427575,REDUCE,high,120.4,185.2,250.0,-0.6,ABSTAIN,low,0.0978,24.0,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
SANDUMA,A,METAL,194.29,144.11959504841997,-0.27639908094381693,REDUCE,medium,68.6,111.0,153.4,-0.429,AVOID,medium,0.07,10.1,2.32,peak haircut x0.64,Agree,,
BAJAJCON,A,CONSUMER,542.95,382.1472798392541,-0.27753610012429514,REDUCE,medium,271.3,417.3,563.4,-0.231,REDUCE,low,0.1512,36.2,0.5,,Agree,,
COLPAL,A,CONSUMER,2111.7,1460.4901981289975,-0.283968133485808,REDUCE,high,1280.6,1970.2,2659.7,-0.067,HOLD,low,0.16,50.4,0.5,,Adjacent,,Δmos 0.22
PRICOLLTD,A,AUTO,613.3,439.6988348435466,-0.2853911346602525,REDUCE,medium,220.8,387.4,553.9,-0.368,AVOID,low,0.1,13.1,5.88,,Agree,,
THANGAMAYL,A,CONSUMER_DISC,6155.6,4589.279128101033,-0.2869361205560856,REDUCE,medium,1094.9,1684.5,2274.0,-0.726,ABSTAIN,low,0.1541,25.5,0.5,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
UTLSOLAR,A,MANUFACTURING,376.0,260.16236008269135,-0.28751921105657574,REDUCE,medium,68.0,104.7,141.3,-0.722,ABSTAIN,low,0.12,14.6,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
VAIBHAVGBL,A,CONSUMER_DISC,256.69,181.2494345405378,-0.30839304559645203,REDUCE,medium,255.7,393.5,531.2,0.533,ABSTAIN,low,0.0966,17.3,9.0,,Engine-should-have-abstained,engine-bearish: compounder growth/CAP caps (VAL-02),independent legs disagree beyond tolerance
CARYSIL,A,MANUFACTURING,1179.9,803.5959812403394,-0.31157715990718804,REDUCE,medium,402.3,619.0,835.6,-0.475,ABSTAIN,low,0.0978,12.4,4.59,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
AVL,A,CONSUMER_DISC,637.0,430.3424350116476,-0.3118924927859808,REDUCE,medium,134.1,206.3,278.6,-0.676,ABSTAIN,low,0.1586,23.9,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
PERSISTENT,A,IT_SERVICES,5196.5,3565.2089498273513,-0.312120830070549,REDUCE,high,1530.6,2354.8,3179.0,-0.547,ABSTAIN,low,0.1428,24.2,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
METROBRAND,A,CONSUMER_DISC,1069.5,731.6139797753798,-0.32170037105935484,REDUCE,medium,181.2,278.8,376.3,-0.739,ABSTAIN,low,0.1247,21.7,0.5,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
VOLTAMP,A,MANUFACTURING,9530.0,6422.174076170249,-0.32362568971350725,REDUCE,medium,4367.3,6718.9,9070.6,-0.295,AVOID,low,0.102,12.7,6.8,,Agree,,
AJANTPHARM,A,PHARMA,3470.1,2322.933856063636,-0.32400143873828363,REDUCE,high,1317.6,2027.0,2736.5,-0.416,ABSTAIN,low,0.1398,29.5,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
RAINBOW,A,PHARMA,1495.5,993.4107148898297,-0.3273676519129057,REDUCE,high,320.4,492.9,665.4,-0.67,ABSTAIN,low,0.1026,21.8,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
CARERATING,A,MANUFACTURING,1677.4,1118.4597862029502,-0.32986232102878954,REDUCE,medium,943.4,1451.4,1959.4,-0.135,REDUCE,low,0.1116,13.3,9.0,,Agree,,
ESABINDIA,A,CAPITAL_GOODS,5729.0,3758.667017199811,-0.3363349488479189,REDUCE,medium,1681.2,1977.8,2274.5,-0.655,ABSTAIN,low,0.0979,18.4,9.0,,Method-limited-unchecked,,method_limited
HYUNDAI,A,AUTO,1998.0,1339.8974525967083,-0.3383222456312552,REDUCE,high,670.5,1176.3,1682.2,-0.411,ABSTAIN,low,0.1,14.4,9.0,peak haircut x0.66,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
CHOLAFIN,A,NBFC,1804.9,1174.4408862300559,-0.3435577182773149,REDUCE,high,721.9,849.3,976.6,-0.529,AVOID,high,0.0774,12.1,2.55,,Agree,,
EMCURE,A,PHARMA,1850.2,1162.7773691864697,-0.34679098410961756,REDUCE,high,624.0,960.0,1296.1,-0.481,ABSTAIN,low,0.114,24.0,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
SUPRIYA,A,IT_SERVICES,838.9,541.2438621998899,-0.34687599589732127,REDUCE,medium,256.2,394.1,532.0,-0.53,ABSTAIN,low,0.105,18.2,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
ENGINERSIN,A,CONSTRUCTION,230.33,146.88883466946993,-0.35501521616988707,REDUCE,high,94.4,165.6,236.9,-0.281,AVOID,low,0.1,11.9,4.77,peak haircut x0.68,Agree,,
ASKAUTOLTD,A,AUTO,478.0,309.2911696608797,-0.3567155373109824,REDUCE,medium,159.8,280.3,400.8,-0.414,ABSTAIN,low,0.1,13.7,7.47,peak haircut x0.79,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
HAVELLS,A,CONSUMER_DISC,1191.0,755.5800360671736,-0.36070730512972876,REDUCE,high,279.0,429.2,579.4,-0.64,ABSTAIN,low,0.1072,18.9,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
NLCINDIA,A,UTILITIES,296.45,185.99032380495902,-0.3710168285256712,REDUCE,high,187.0,287.7,388.5,-0.029,HOLD,low,0.105,15.9,0.5,,Adjacent,,Δmos 0.34
TVSMOTOR,A,AUTO,3625.0,2228.4671487806795,-0.37464090114194487,REDUCE,high,467.2,819.6,1172.0,-0.774,ABSTAIN,low,0.1,15.1,9.0,peak haircut x0.60,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
ELGIEQUIP,A,CAPITAL_GOODS,584.5,362.89192745013133,-0.3761527807286723,REDUCE,high,185.8,285.9,385.9,-0.511,ABSTAIN,low,0.1158,14.6,9.0,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
APARINDS,A,CAPITAL_GOODS,13900.0,8637.673099015481,-0.37679126269729574,REDUCE,high,3158.1,4858.6,6559.1,-0.65,ABSTAIN,low,0.1571,17.9,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
MSUMI,A,AUTO,39.7,24.616667872378937,-0.38412139423620373,REDUCE,high,9.0,15.8,22.6,-0.601,ABSTAIN,low,0.1,14.7,9.0,peak haircut x0.62,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
RPGLIFE,A,IT_SERVICES,3018.4,1755.3620076936559,-0.3863443427045426,REDUCE,medium,733.5,1128.4,1523.4,-0.626,ABSTAIN,low,0.114,19.6,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
CASTROLIND,A,ENERGY,184.6,112.31001402167193,-0.3886226781618294,REDUCE,high,61.3,102.2,143.2,-0.446,AVOID,medium,0.05,14.5,6.45,peak haircut x0.60,Agree,,
TARIL,A,CAPITAL_GOODS,331.75,200.61238697075814,-0.39665447527591535,REDUCE,high,117.1,180.2,243.2,-0.457,ABSTAIN,low,0.108,13.7,8.0,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
ABBOTINDIA,A,PHARMA,28295.0,16630.15119506795,-0.4028671025110252,REDUCE,high,16128.9,24813.7,33498.5,-0.123,REDUCE,low,0.16,42.2,0.5,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.28
BAJFINANCE,A,NBFC,1054.85,629.149739323065,-0.40438347124579666,REDUCE,high,560.9,715.2,869.5,-0.322,AVOID,medium,0.1,12.3,4.5,,Agree,,
CARRARO,A,AUTO,563.65,331.4483337201866,-0.4068569546882845,REDUCE,medium,243.8,427.8,611.7,-0.241,REDUCE,low,0.1,13.8,7.71,peak haircut x0.78,Agree,,
HBLENGINE,A,CAPITAL_GOODS,736.35,434.68727551047556,-0.41238624466309487,REDUCE,high,399.1,614.0,828.9,-0.166,REDUCE,low,0.16,25.8,0.5,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.25
BERGEPAINT,A,CONSUMER_DISC,491.9,288.3360439408086,-0.41650097350843135,REDUCE,high,157.0,241.5,326.0,-0.509,ABSTAIN,low,0.0978,17.5,9.0,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
JAYNECOIND,A,METAL,83.99,51.40803851085958,-0.4234828023902705,REDUCE,medium,30.4,39.8,49.1,-0.527,AVOID,medium,0.07,9.3,1.63,peak haircut x0.80,Agree,,
DOMS,A,CONSUMER,2273.1,1302.1132872637136,-0.424174905026439,REDUCE,high,564.4,868.3,1172.2,-0.618,ABSTAIN,low,0.1176,28.1,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
MAZDOCK,A,CAPITAL_GOODS,2342.95,1356.4890723560284,-0.425532938484721,REDUCE,high,701.8,1079.6,1457.5,-0.539,ABSTAIN,low,0.149,20.8,0.5,,Method-limited-unchecked,,method_limited
GODREJIND,A,MANUFACTURING,1328.6,763.4753397465263,-0.42836527422392456,REDUCE,medium,264.6,407.1,549.6,-0.694,ABSTAIN,low,0.12,14.2,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
JSL,A,METAL,715.9,419.46195808574305,-0.4295363007129837,REDUCE,high,168.2,238.2,308.2,-0.667,AVOID,medium,0.07,9.4,1.67,peak haircut x0.79,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.24
CAMPUS,A,CONSUMER_DISC,231.7,144.92219111040416,-0.4299339504743759,REDUCE,medium,37.5,57.6,77.8,-0.751,ABSTAIN,low,0.1249,19.7,0.5,,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),independent legs disagree beyond tolerance
BEL,A,CAPITAL_GOODS,414.85,233.27609009976692,-0.4302696541707976,REDUCE,high,95.2,146.4,197.7,-0.647,ABSTAIN,low,0.16,23.8,0.5,,Method-limited-unchecked,,method_limited
SIEMENS,A,CAPITAL_GOODS,3630.0,2072.328615939172,-0.4334184667707863,REDUCE,high,626.1,928.9,1231.8,-0.744,ABSTAIN,low,0.099,12.7,3.66,,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),independent legs disagree beyond tolerance
HAL,A,CAPITAL_GOODS,4499.3,2511.0847017029173,-0.43364953274777457,REDUCE,high,1244.5,1914.6,2584.7,-0.574,ABSTAIN,low,0.1333,16.7,0.5,,Method-limited-unchecked,,method_limited
UNITDSPR,A,CONSUMER,1385.75,774.0565394185812,-0.4397390421116233,REDUCE,high,284.9,438.3,591.7,-0.684,ABSTAIN,low,0.0929,25.0,0.5,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
JSWSTEEL,A,METAL,1245.3,688.2022135445462,-0.44378710616297884,REDUCE,high,121.1,157.3,193.5,-0.874,AVOID,high,0.061,6.0,0.5,trough uplift x1.30,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.43
STYLAMIND,A,MANUFACTURING,3423.5,1805.3204305047548,-0.44577870985916535,REDUCE,medium,1467.6,2257.9,3048.1,-0.34,AVOID,low,0.1116,13.3,9.0,,Agree,,
RRKABEL,A,CAPITAL_GOODS,2294.0,1269.503770528171,-0.4468634174858738,REDUCE,high,575.3,885.1,1194.9,-0.614,ABSTAIN,low,0.1147,14.5,9.0,,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap),independent legs disagree beyond tolerance
SJVN,A,UTILITIES,69.36,51.933088168464884,-0.25038845022423667,AVOID,high,13.9,16.4,18.9,-0.764,AVOID,high,0.036,8.7,0.5,,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family),Δmos 0.51
MARUTI,A,AUTO,13830.35,10311.79930617904,-0.2518465278836944,AVOID,high,4383.1,5986.8,7590.6,-0.567,AVOID,medium,0.1,11.1,2.18,,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class),Δmos 0.32
INTERARCH,A,CONSTRUCTION,1860.5,1366.8146586212092,-0.2541256978874711,AVOID,medium,701.6,911.1,1120.7,-0.51,AVOID,high,0.0918,10.3,2.03,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.26
GRANULES,A,PHARMA,873.95,655.4516166110387,-0.2542788365537986,AVOID,high,340.2,400.2,460.2,-0.542,AVOID,high,0.0702,16.3,1.97,,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap),Δmos 0.29
